Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	5	0	0.0239675698	101341.506	101341.506	101341.506	101341.506	0	0	0	0	26.3956	0	0	3
2	6	0	0.0479351395	101332.582	101337.044	101332.582	101341.506	4.46186967	0	0	0	12.3519	0	0	3
3	6	0	0.0719027093	101333.661	101335.916	101332.582	101341.506	5.58943448	0	0	0	13.3823	0	0	3
4	6	0	0.0958702791	101332.432	101335.045	101332.432	101341.506	6.46039252	0	0	0	12.1576	0	0	3
5	7	0	0.119837849	101333.544	101334.745	101332.432	101341.506	6.76053838	0	0	0	13.2614	0	0	3
6	7	0	0.143805419	101332.818	101334.424	101332.432	101341.506	7.08165386	0	0	0	12.5334	0	0	3
7	7	0	0.167772988	101333.583	101334.304	101332.432	101341.506	7.20172165	0	0	0	13.2967	0	0	3
8	7	0	0.191740558	101333.203	101334.166	101332.432	101341.506	7.33936623	0	0	0	12.9212	0	0	3
9	8	0	0.215708128	101333.751	101334.12	101332.432	101341.506	7.38547364	0	0	0	13.4663	0	0	3
10	8	0	0.239675698	101333.453	101334.053	101332.432	101341.506	7.45216709	0	0	0	13.1734	0	0	3
11	8	0	0.263643267	101333.787	101334.029	101332.432	101341.506	7.47636797	0	0	0	13.5078	0	0	3
12	9	0	0.287610837	101333.616	101333.995	101332.432	101341.506	7.5108178	0	0	0	13.3406	0	0	3
13	9	0	0.311578407	101333.775	101333.978	101332.432	101341.506	7.52770336	0	0	0	13.502	0	0	3
14	9	0	0.335545977	101333.678	101333.956	101332.432	101341.506	7.54912816	0	0	0	13.4073	0	0	3
15	9	0	0.359513547	101333.749	101333.943	101332.432	101341.506	7.56297939	0	0	0	13.4816	0	0	3
16	9	0	0.383481116	101333.696	101333.927	101332.432	101341.506	7.57839601	0	0	0	13.4298	0	0	3
17	10	0	0.407448686	101333.715	101333.915	101332.432	101341.506	7.59089433	0	0	0	13.4507	0	0	3
18	10	0	0.431416256	101333.688	101333.902	101332.432	101341.506	7.6034674	0	0	0	13.4244	0	0	3
19	10	0	0.455383826	101333.692	101333.891	101332.432	101341.506	7.61454468	0	0	0	13.4323	0	0	3
20	10	0	0.479351395	101333.68	101333.88	101332.432	101341.506	7.62511055	0	0	0	13.4185	0	0	3
21	10	0	0.503318965	101333.681	101333.871	101332.432	101341.506	7.63458237	0	0	0	13.422	0	0	3
22	11	0	0.527286535	101333.684	101333.498	101332.432	101333.787	1.35488982	0	0	0	13.4246	0	0	3
23	11	0	0.551254105	101333.687	101333.551	101332.432	101333.787	1.35488982	0	0	0	13.4305	0	0	3
24	11	0	0.575221674	101333.692	101333.553	101332.432	101333.787	1.35488982	0	0	0	13.4354	0	0	3
25	11	0	0.599189244	101333.694	101333.613	101332.818	101333.787	0.968854436	0	0	0	13.4389	0	0	3
26	12	0	0.623156814	101333.697	101333.62	101332.818	101333.787	0.925389123	0	0	0	13.4442	0	0	3
27	12	0	0.647124384	101333.701	101333.662	101333.203	101333.787	0.584501484	0	0	0	13.4521	0	0	3
28	12	0	0.671091954	101333.704	101333.668	101333.203	101333.787	0.584501484	0	0	0	13.4604	0	0	3
29	12	0	0.695059523	101333.708	101333.692	101333.453	101333.787	0.33403126	0	0	0	13.4674	0	0	3
30	12	0	0.719027093	101333.71	101333.69	101333.453	101333.787	0.33403126	0	0	0	13.4725	0	0	3
31	13	0	0.742994663	101333.711	101333.702	101333.616	101333.787	0.171389126	0	0	0	13.4744	0	0	3
32	13	0	0.766962233	101333.713	101333.698	101333.616	101333.775	0.159435896	0	0	0	13.4766	0	0	3
33	13	0	0.790929802	101333.716	101333.703	101333.678	101333.775	0.0973204676	0	0	0	13.4807	0	0	3
34	13	0	0.814897372	101333.72	101333.701	101333.678	101333.749	0.0707539018	0	0	0	13.4822	0	0	3
35	13	0	0.838864942	101333.726	101333.703	101333.68	101333.749	0.0689655403	0	0	0	13.481	0	0	3
36	14	0	0.862832512	101333.729	101333.702	101333.68	101333.729	0.0497455613	0	0	0	13.4781	0	0	3
37	14	0	0.886800082	101333.74	101333.704	101333.68	101333.74	0.0599468101	0	0	0	13.4896	0	0	3
38	14	0	0.910767651	101333.757	101333.706	101333.68	101333.757	0.0778195568	0	0	0	13.5149	0	0	3
39	14	0	0.934735221	101333.777	101333.71	101333.68	101333.777	0.097608045	0	0	0	13.535	0	0	3
40	15	0	0.958702791	101333.79	101333.715	101333.68	101333.79	0.110572887	0	0	0	13.5445	0	0	3
41	15	0	0.982670361	101333.801	101333.721	101333.681	101333.801	0.119487317	0	0	0	13.5518	0	0	3
42	15	0	1.00663793	101333.811	101333.727	101333.684	101333.811	0.126869178	0.139296452	0	0	13.5617	0	0	3
