Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
58	11	0	1.45	101440.84	101399.458	101359.239	101440.84	59.332824	11.9167721	0	0	5.73897	0	0	3
59	11	0	1.475	101445.197	101403.551	101362.335	101445.197	61.7750174	12.2044464	0	0	5.73898	0	0	3
60	11	0	1.5	101449.528	101407.703	101365.382	101449.528	64.1454991	12.4925579	0	0	5.73897	0	0	3
61	12	0	1.525	101453.764	101411.912	101369.891	101453.764	66.3816353	12.7785581	0	0	5.73898	0	0	3
62	12	0	1.55	101457.826	101416.099	101374.398	101457.826	68.4067763	13.0613871	0	0	5.73897	0	0	3
63	12	0	1.575	101462.007	101420.271	101378.53	101462.007	70.2471119	13.3420369	0	0	5.73897	0	0	3
64	12	0	1.6	101466.1	101424.441	101382.722	101466.1	72.8600998	13.6201467	0	0	5.73898	0	0	3
65	12	0	1.625	101470.137	101428.604	101387.087	101470.137	74.4307604	13.8956832	0	0	5.73898	0	0	3
66	12	0	1.65	101474.487	101432.766	101391.131	101474.487	75.844206	14.1683216	0	0	5.73897	0	0	3
67	13	0	1.675	101478.819	101436.941	101395.412	101478.819	77.1236033	14.4380564	0	0	5.73897	0	0	3
68	13	0	1.7	101482.926	101441.109	101399.865	101482.926	78.240753	14.7037973	0	0	5.73898	0	0	3
69	13	0	1.725	101487.099	101445.263	101403.86	101487.099	79.2141731	14.9659819	0	0	5.73897	0	0	3
70	13	0	1.75	101491.246	101449.424	101407.821	101491.246	80.0688944	15.2248454	0	0	5.73898	0	0	3
71	13	0	1.775	101495.213	101453.585	101412.104	101495.213	80.7825718	15.47601	0	0	5.73898	0	0	3
72	13	0	1.8	101499.348	101457.74	101416.292	101499.348	81.3901014	15.7212383	0	0	5.73898	0	0	3
73	14	0	1.825	101503.19	101461.878	101420.098	101503.19	81.8976955	15.9595647	0	0	5.73899	0	0	3
74	14	0	1.85	101507.201	101466.026	101424.235	101507.201	82.3176101	16.1925245	0	0	5.73897	0	0	3
75	14	0	1.875	101511.405	101470.176	101428.569	101511.405	82.6319602	16.421266	0	0	5.73896	0	0	3
76	14	0	1.9	101515.841	101474.332	101432.359	101515.841	82.8698606	16.6431029	0	0	5.73896	0	0	3
77	14	0	1.925	101520.132	101478.512	101436.445	101520.132	83.0819519	16.8576444	0	0	5.73897	0	0	3
78	14	0	1.95	101524.517	101482.706	101440.84	101524.517	83.2481545	17.0664384	0	0	5.73897	0	0	3
79	15	0	1.975	101528.754	101486.892	101445.197	101528.754	83.3412557	17.2689114	0	0	5.739	0	0	3
80	15	0	2	101532.493	101491.049	101449.528	101532.493	82.9652066	17.4638572	0	0	5.73898	0	0	3
81	15	0	2.025	101536.847	101495.207	101453.764	101536.847	83.0826046	17.6487215	0	0	5.73898	0	0	3
82	15	0	2.05	101540.931	101499.358	101457.826	101540.931	83.1054319	17.8232759	0	0	5.73899	0	0	3
83	15	0	2.075	101544.783	101503.499	101462.007	101544.783	82.7756755	17.9887349	0	0	5.73897	0	0	3
84	15	0	2.1	101549.416	101507.661	101466.1	101549.416	83.2201681	18.1481748	0	0	5.73897	0	0	3
85	16	0	2.125	101553.477	101511.822	101470.137	101553.477	83.2183315	18.2995147	0	0	5.73897	0	0	3
86	16	0	2.15	101557.542	101515.984	101474.487	101557.542	83.054167	18.4443419	0	0	5.73897	0	0	3
87	16	0	2.175	101561.773	101520.141	101478.819	101561.773	82.954257	18.582847	0	0	5.73897	0	0	3
88	16	0	2.2	101565.989	101524.292	101482.926	101565.989	83.062239	18.7148414	0	0	5.73896	0	0	3
89	16	0	2.225	101569.854	101528.431	101487.099	101569.854	82.7553375	18.8410514	0	0	5.73898	0	0	3
90	17	0	2.25	101573.896	101532.564	101491.246	101573.896	82.6504499	18.9624555	0	0	5.73897	0	0	3
91	17	0	2.275	101578.221	101536.706	101495.213	101578.221	83.0085977	19.0792225	0	0	5.73896	0	0	3
92	17	0	2.3	101582.302	101540.853	101499.348	101582.302	82.9541862	19.1911896	0	0	5.73896	0	0	3
93	17	0	2.325	101586.603	101545.008	101503.19	101586.603	83.1302272	19.3003318	0	0	5.73896	0	0	3
94	17	0	2.35	101590.798	101549.18	101507.201	101590.798	83.1542265	19.4055912	0	0	5.73896	0	0	3
95	18	0	2.375	101595.122	101553.366	101511.405	101595.122	83.1899879	19.5069994	0	0	5.73897	0	0	3
96	18	0	2.4	101599.317	101557.553	101515.841	101599.317	83.2204479	19.6058711	0	0	5.73898	0	0	3
97	18	0	2.425	101603.285	101561.717	101520.132	101603.285	83.1526637	19.7009616	0	0	5.73896	0	0	3
98	18	0	2.45	101607.747	101565.889	101524.517	101607.747	83.1829171	19.7929434	0	0	5.73898	0	0	3
99	18	0	2.475	101611.941	101570.052	101528.754	101611.941	83.1595568	19.8813935	0	0	5.73897	0	0	3
100	19	0	2.5	101615.935	101574.203	101532.493	101615.935	83.1540752	19.9660544	0	0	5.73898	0	0	3
101	19	0	2.525	101620.13	101578.377	101536.847	101620.13	83.1692267	20.0478388	0	0	5.73896	0	0	3
102	19	0	2.55	101624.621	101582.556	101540.931	101624.621	83.1981339	20.128023	0	0	5.73897	0	0	3
103	19	0	2.575	101628.846	101586.743	101544.783	101628.846	83.2437246	20.2057652	0	0	5.73897	0	0	3
104	19	0	2.6	101633.104	101590.948	101549.416	101633.104	83.2871808	20.2814648	0	0	5.73896	0	0	3
105	20	0	2.625	101637.612	101595.148	101553.477	101637.612	83.3261971	20.3559224	0	0	5.73897	0	0	3
106	20	0	2.65	101641.729	101599.351	101557.542	101641.729	83.3665411	20.4275934	0	0	5.73897	0	0	3
107	20	0	2.675	101646.303	101603.577	101561.773	101646.303	83.4368131	20.4976684	0	0	5.73897	0	0	3
108	20	0	2.7	101650.466	101607.801	101565.989	101650.466	83.5093278	20.5658041	0	0	5.73897	0	0	3
109	20	0	2.725	101654.732	101612.027	101569.854	101654.732	83.595815	20.6321703	0	0	5.73898	0	0	3
